Category,Full Product Name,Brand,Price,Description,Features,Rating,Review Count,Availability,High Resolution Image,Image URL,Main Category,Category Level 2,Category Level 3,Category Level 4,Category Level 5,Category Level 6,Category Level 7,Category Level 8,Product Category,Price Numeric,Review Count Numeric,Search Text
Electronics > Home Audio > Speakers > Bluetooth Speakers,"Portronics Fynix Mini 20W HD Sound Portable Bluetooth Speaker with Dual Passive Radiator, 360° Surround Sound, Upto 4 Hours, Handsfree Calling, TWS Pairing, Bluetooth 5.3V, Type C Charging(Black)",Portronics,"₹1,799","20w powerful sound output – delivers loud, clear audio with punchy bass, making it perfect for music, movies, and indoor or outdoor listening. passive radiator for enhanced bass – built-in passive radiator boosts low frequencies, giving you deeper bass and a richer sound experience from a compact speaker. bluetooth 5.3 connectivity – enjoy faster pairing, stable wireless connection, and low latency for uninterrupted music playback and calls. up to 4 hours of playback – long-lasting battery backup keeps the music going for parties, travel, and casual listening sessions. tws mode for stereo sound – pair two fynix mini speakers together using tws mode for an immersive stereo audio experience. type-c fast charging – modern type-c charging ensures quick and convenient recharging with wide cable compatibility. hands-free calling with built-in mic – take calls directly through the speaker with clear voice quality, ideal for work and daily use.","{""Brand"": ""Portronics"", ""Speaker Maximum Output Power"": ""20 Watts"", ""Connectivity Technology"": ""Bluetooth"", ""Audio Output Mode"": ""Surround"", ""Mounting Type"": ""Tabletop Mount""}",3.9,24,In Stock,https://m.media-amazon.com/images/I/718xDS+clDL._SX425_.jpg,,Electronics,Home Audio,Speakers,Bluetooth Speakers,,,,,Bluetooth Speakers,1799,24,"portronics fynix mini 20w hd sound portable bluetooth speaker with dual passive radiator, 360° surround sound, upto 4 hours, handsfree calling, tws pairing, bluetooth 5.3v, type c charging(black) portronics bluetooth speakers 20w powerful sound output – delivers loud, clear audio with punchy bass, making it perfect for music, movies, and indoor or outdoor listening. passive radiator for enhanced bass – built-in passive radiator boosts low frequencies, giving you deeper bass and a richer sound experience from a compact speaker. bluetooth 5.3 connectivity – enjoy faster pairing, stable wireless connection, and low latency for uninterrupted music playback and calls. up to 4 hours of playback – long-lasting battery backup keeps the music going for parties, travel, and casual listening sessions. tws mode for stereo sound – pair two fynix mini speakers together using tws mode for an immersive stereo audio experience. type-c fast charging – modern type-c charging ensures quick and convenient recharging with wide cable compatibility. hands-free calling with built-in mic – take calls directly through the speaker with clear voice quality, ideal for work and daily use. brand: portronics speaker maximum output power: 20 watts connectivity technology: bluetooth audio output mode: surround mounting type: tabletop mount"
Electronics > Home Audio > Speakers > Soundbar Speakers,"ZEBRONICS VITA BAR 150 Wireless Bluetooth Soundbar, 20W RMS, 2.0 Channel, Dual (52mm Driver & Passive Radiator), Upto 8 Hours Playback, Built in Battery, BTv5.3 | USB | mSD | AUX | | TWS, RGB LED",Zebronics,₹999,"[powerful output]: with a powerful 20w output, the zeb-vita bar 150 delivers robust, immersive sound that can fill any room, making it ideal for parties, gatherings, or personal use. [dual passive radiators]: the zeb-vita bar 150's dual passive radiators enhance bass performance, delivering deeper, richer low-frequency sounds and creating a balanced, full-bodied audio output in conjunction with the dual drivers. [multi-connectivity]: the zeb-vita bar 150 features multiple connectivity options with bt v5.3, this mini-soundbar provides a stable wireless connection while the msd, usb and aux inputs offer flexible connections to various audio sources [dual drivers]: the zeb-vita bar 150's powerful dual 5.2cm drivers deliver clear, dynamic sound across a wide frequency range, ensuring precise and immersive audio for every note, beat, and vocal. [longer playtime]: the zeb-vita bar 150 features a built-in rechargeable battery with up to 8* hours(* at 50% volume(led off)) of playback and convenient type-c charging, ensuring your music plays throughout the day. [rgb led lights]: the zeb-vita bar 150's rgb led lights enhance your listening experience with vibrant visual effects, adding a dynamic element to your audio. [controls]: the zeb-vita bar 150 offers intuitive media and volume controls, allowing for easy adjustment of audio settings without needing to interact with your connected device directly. show more","{""Brand"": ""ZEBRONICS"", ""Speaker Maximum Output Power"": ""20 Watts"", ""Frequency Response"": ""20 KHz"", ""Connectivity Technology"": ""Auxiliary, Bluetooth, USB"", ""Audio Output Mode"": ""Stereo""}",3.8,824,In Stock,https://m.media-amazon.com/images/I/71Tu1SzRh4L._SX425_.jpg,,Electronics,Home Audio,Speakers,Soundbar Speakers,,,,,Soundbar Speakers,999,824,"zebronics vita bar 150 wireless bluetooth soundbar, 20w rms, 2.0 channel, dual (52mm driver & passive radiator), upto 8 hours playback, built in battery, btv5.3 | usb | msd | aux | | tws, rgb led zebronics soundbar speakers [powerful output]: with a powerful 20w output, the zeb-vita bar 150 delivers robust, immersive sound that can fill any room, making it ideal for parties, gatherings, or personal use. [dual passive radiators]: the zeb-vita bar 150's dual passive radiators enhance bass performance, delivering deeper, richer low-frequency sounds and creating a balanced, full-bodied audio output in conjunction with the dual drivers. [multi-connectivity]: the zeb-vita bar 150 features multiple connectivity options with bt v5.3, this mini-soundbar provides a stable wireless connection while the msd, usb and aux inputs offer flexible connections to various audio sources [dual drivers]: the zeb-vita bar 150's powerful dual 5.2cm drivers deliver clear, dynamic sound across a wide frequency range, ensuring precise and immersive audio for every note, beat, and vocal. [longer playtime]: the zeb-vita bar 150 features a built-in rechargeable battery with up to 8* hours(* at 50% volume(led off)) of playback and convenient type-c charging, ensuring your music plays throughout the day. [rgb led lights]: the zeb-vita bar 150's rgb led lights enhance your listening experience with vibrant visual effects, adding a dynamic element to your audio. [controls]: the zeb-vita bar 150 offers intuitive media and volume controls, allowing for easy adjustment of audio settings without needing to interact with your connected device directly. show more brand: zebronics speaker maximum output power: 20 watts frequency response: 20 khz connectivity technology: auxiliary, bluetooth, usb audio output mode: stereo"
Electronics > Home Audio > Speakers > Soundbar Speakers,"ZEBRONICS 90 Watts, Compact Soundbar, Home Theatre, Dual Driver Soundbar, 11.43cm Subwoofer, HDMI ARC, Bluetooth v5.1, Wall Mountable, Glossy Finish (Juke BAR 200A)",Zebronics,"₹3,129","glossy outlook: zeb-jukebar 200a is a compact soundbar with a glossy finish that can add visual beauty to your home. dynamic output: the zeb-jukebar 200a delivers an impressive total output power of 90w rms, with 50w from the subwoofer, and 20w x 2(40w) from the soundbar. this relatively smaller-sized soundbar has dolby audio decoding capability which is built with a combination of dolby digital and dolby digital+ decoding making it a versatile option. powerful drivers: the soundbar has dual drivers of different sizes (5.08x2), while the subwoofer features an 11.43cm driver. the subwoofer is engineered to deliver powerful bass, significantly enhancing the overall sound quality. meanwhile, the dual drivers in the soundbar ensure a balanced audio output across various frequencies. multi-connectivity: the soundbar has multi-connectivity, such as bt v5.1, and options like tv (arc) and usb. led indicator: the speaker comes with an led indicator to provide information about its power status. remote control: this soundbar has a dedicated remote control for quick and easy audio control. control buttons: the speaker comes with control buttons for volume and media control.","{""Brand"": ""ZEBRONICS"", ""Speaker Maximum Output Power"": ""90 Watts"", ""Frequency Response"": ""20 KHz"", ""Connectivity Technology"": ""Auxiliary, Bluetooth, HDMI, USB"", ""Audio Output Mode"": ""Stereo, Surround""}",3.9,1075,In Stock,https://m.media-amazon.com/images/I/71+Y1B4HaqL._SX425_.jpg,,Electronics,Home Audio,Speakers,Soundbar Speakers,,,,,Soundbar Speakers,3129,1075,"zebronics 90 watts, compact soundbar, home theatre, dual driver soundbar, 11.43cm subwoofer, hdmi arc, bluetooth v5.1, wall mountable, glossy finish (juke bar 200a) zebronics soundbar speakers glossy outlook: zeb-jukebar 200a is a compact soundbar with a glossy finish that can add visual beauty to your home. dynamic output: the zeb-jukebar 200a delivers an impressive total output power of 90w rms, with 50w from the subwoofer, and 20w x 2(40w) from the soundbar. this relatively smaller-sized soundbar has dolby audio decoding capability which is built with a combination of dolby digital and dolby digital+ decoding making it a versatile option. powerful drivers: the soundbar has dual drivers of different sizes (5.08x2), while the subwoofer features an 11.43cm driver. the subwoofer is engineered to deliver powerful bass, significantly enhancing the overall sound quality. meanwhile, the dual drivers in the soundbar ensure a balanced audio output across various frequencies. multi-connectivity: the soundbar has multi-connectivity, such as bt v5.1, and options like tv (arc) and usb. led indicator: the speaker comes with an led indicator to provide information about its power status. remote control: this soundbar has a dedicated remote control for quick and easy audio control. control buttons: the speaker comes with control buttons for volume and media control. brand: zebronics speaker maximum output power: 90 watts frequency response: 20 khz connectivity technology: auxiliary, bluetooth, hdmi, usb audio output mode: stereo, surround"
Electronics > Home Audio > Speakers > Bluetooth Speakers,"E GATE Atom S21 Bluetooth Wireless Speaker with Phone Stand | 5W | 52mm Driver, Bluetooth 5.2 | TWS Pairing, FM Radio, USB & mSD Card Support | Up to 10 Hours Playtime Portable Speaker (Black)",E Gate,₹350,"5w powerful sound: experience loud and crystal-clear audio powered by a strong 5w output and large 52mm dynamic driver for rich, immersive sound. built-in phone stand: designed with a convenient top phone stand, allowing you to place your smartphone securely for hands-free video watching, movies, video calls, or music streaming. multiple playback options: supports bluetooth, usb drive, and msd card playback, offering flexible ways to enjoy your music directly without needing multiple devices tws pairing support: connect speakers using true wireless stereo (tws) to enjoy enhanced stereo sound and a wider audio experience for parties and gatherings. up to 10 hours playtime: enjoy extended listening with up to 10 hours of playback, making this portable bluetooth speaker ideal for travel, office use, and daily entertainment. portable & modern design: compact and lightweight design with a stylish carry strap and type-c charging, making it easy to carry anywhere you go.","{""Brand"": ""E GATE"", ""Speaker Maximum Output Power"": ""5 Watts"", ""Frequency Response"": ""40 Hz"", ""Connectivity Technology"": ""Bluetooth"", ""Audio Output Mode"": ""StereoMounting""}",3.5,43,In Stock,https://m.media-amazon.com/images/I/71IUABcft9L._SX679_.jpg,,Electronics,Home Audio,Speakers,Bluetooth Speakers,,,,,Bluetooth Speakers,350,43,"e gate atom s21 bluetooth wireless speaker with phone stand | 5w | 52mm driver, bluetooth 5.2 | tws pairing, fm radio, usb & msd card support | up to 10 hours playtime portable speaker (black) e gate bluetooth speakers 5w powerful sound: experience loud and crystal-clear audio powered by a strong 5w output and large 52mm dynamic driver for rich, immersive sound. built-in phone stand: designed with a convenient top phone stand, allowing you to place your smartphone securely for hands-free video watching, movies, video calls, or music streaming. multiple playback options: supports bluetooth, usb drive, and msd card playback, offering flexible ways to enjoy your music directly without needing multiple devices tws pairing support: connect speakers using true wireless stereo (tws) to enjoy enhanced stereo sound and a wider audio experience for parties and gatherings. up to 10 hours playtime: enjoy extended listening with up to 10 hours of playback, making this portable bluetooth speaker ideal for travel, office use, and daily entertainment. portable & modern design: compact and lightweight design with a stylish carry strap and type-c charging, making it easy to carry anywhere you go. brand: e gate speaker maximum output power: 5 watts frequency response: 40 hz connectivity technology: bluetooth audio output mode: stereomounting"
Electronics > Home Audio > Speakers > Bluetooth Speakers,"LG XBOOM GRAB Portable Bluetooth Speaker Tuned by will.i.am, Peerless Dome Tweeter, AI Sound, AI Lighting, Auracast Multi-Speaker Connectivity, 20H Battery, IP67 Waterproof & Dustproof, Portable Strap",Lg,"₹7,599","xboom signature sound tuned by will.i.am introducing new xboom grab, created in collaboration with will.i.am. experience sound crafted by the expert, embodied in a unique style. will.i.am as lg’s experiential architect for xboom lg appointed will.i.am to redefine xboom as a brand that elevates listening experience with completely new sound and style. a nine-time grammy winner, will.i.am is a true icon of pop culture. dynamic sound from the dome tweeter expertly crafted by peerless click to play video ai perfects sound for every genre choose manually from rhythm, melody, or voice-oriented modes based on your preference, or let ai set the most optimal mode for you. ai analyzes audio and adjusts the sound to suit the genre. built to last, military-standard certified designed for outdoor adventures. tested to u.s. military standards and proven to pass all 7 durability tests. built tough to withstand the varied conditions of any environment. new xboom grab, strap on and carry it stylish designed to push boundaries and enhance comfort. tube-shaped body is easy to grab and adds a unique touch to your style. carry and hang your speaker easily with the convenient strap.","{""Brand"": ""LG"", ""Frequency Response"": ""20 KHz"", ""Connectivity Technology"": ""Bluetooth, USB"", ""Audio Output Mode"": ""Stereo"", ""Input Voltage"": ""5 Volts""}",4.4,65,In Stock,https://m.media-amazon.com/images/I/71jKIRZA9CL._SX679_.jpg,,Electronics,Home Audio,Speakers,Bluetooth Speakers,,,,,Bluetooth Speakers,7599,65,"lg xboom grab portable bluetooth speaker tuned by will.i.am, peerless dome tweeter, ai sound, ai lighting, auracast multi-speaker connectivity, 20h battery, ip67 waterproof & dustproof, portable strap lg bluetooth speakers xboom signature sound tuned by will.i.am introducing new xboom grab, created in collaboration with will.i.am. experience sound crafted by the expert, embodied in a unique style. will.i.am as lg’s experiential architect for xboom lg appointed will.i.am to redefine xboom as a brand that elevates listening experience with completely new sound and style. a nine-time grammy winner, will.i.am is a true icon of pop culture. dynamic sound from the dome tweeter expertly crafted by peerless click to play video ai perfects sound for every genre choose manually from rhythm, melody, or voice-oriented modes based on your preference, or let ai set the most optimal mode for you. ai analyzes audio and adjusts the sound to suit the genre. built to last, military-standard certified designed for outdoor adventures. tested to u.s. military standards and proven to pass all 7 durability tests. built tough to withstand the varied conditions of any environment. new xboom grab, strap on and carry it stylish designed to push boundaries and enhance comfort. tube-shaped body is easy to grab and adds a unique touch to your style. carry and hang your speaker easily with the convenient strap. brand: lg frequency response: 20 khz connectivity technology: bluetooth, usb audio output mode: stereo input voltage: 5 volts"
Electronics > Home Audio > Speakers > Bluetooth Speakers,"Zebronics Portable Bluetooth Speaker, 8W, Upto 18 Hours Playback, BTv5.3, mSD, TWS, USB, 8 Multi-Color LED Modes, Call Function, Type-C Charge, Deep Bass, Carry Handle (County 5 Plus, Black)",Zebronics,₹568,"portability: the speaker features a convenient carry handle, allowing for easy portability and effortless transport wherever you go. powerful driver: equipped with a 5.7cm driver, the speaker produces powerful, clear sound for an enhanced and immersive audio experience. dynamic output: featuring an 8w output, this speaker offers clear, powerful audio and rich acoustics for an exceptional listening experience. multicolor led lights: the speaker’s vibrant appearance is enhanced by its built-in multicolor led modes, which add to its visual appeal. rechargeable battery: this speaker allows you to take it anywhere, as you can enjoy the music for up to 5* hours (*at 50% volume with led off) of backup. the speaker is equipped with a built-in rechargeable battery and type-c charging.","{""Brand"": ""ZEBRONICS"", ""Speaker Maximum Output Power"": ""8 Watts"", ""Connectivity Technology"": ""Bluetooth"", ""Audio Output Mode"": ""Stereo"", ""Mounting Type"": ""Tabletop Mount""}",3.7,203,In Stock,https://m.media-amazon.com/images/I/81sW-ig+waL._SX679_.jpg,,Electronics,Home Audio,Speakers,Bluetooth Speakers,,,,,Bluetooth Speakers,568,203,"zebronics portable bluetooth speaker, 8w, upto 18 hours playback, btv5.3, msd, tws, usb, 8 multi-color led modes, call function, type-c charge, deep bass, carry handle (county 5 plus, black) zebronics bluetooth speakers portability: the speaker features a convenient carry handle, allowing for easy portability and effortless transport wherever you go. powerful driver: equipped with a 5.7cm driver, the speaker produces powerful, clear sound for an enhanced and immersive audio experience. dynamic output: featuring an 8w output, this speaker offers clear, powerful audio and rich acoustics for an exceptional listening experience. multicolor led lights: the speaker’s vibrant appearance is enhanced by its built-in multicolor led modes, which add to its visual appeal. rechargeable battery: this speaker allows you to take it anywhere, as you can enjoy the music for up to 5* hours (*at 50% volume with led off) of backup. the speaker is equipped with a built-in rechargeable battery and type-c charging. brand: zebronics speaker maximum output power: 8 watts connectivity technology: bluetooth audio output mode: stereo mounting type: tabletop mount"
Electronics > Home Audio > Speakers > Bluetooth Speakers,"boAt Stone 900 w/ 80W Signature Sound, Up to 15 Hours Playtime, IPX5 Resistant, Type-C Charging, TWS Feature, Built-in Mic, Voice Assistant Portable Wireless Bluetooth Speaker (Graphite Black)",boAt,"₹5,499","80w boat signature sound: experience absolute acoustic dominance with a massive 80w of thunderous boat signature sound. engineered with heavy-duty drivers, it pumps out chest-thumping bass and crystal-clear vocals that transform any ordinary room into an absolute stadium-level concert. it completely solves the issue of weak, hollow audio, giving your high-energy house parties the raw power they truly deserve tws for 2x power: double your sonic output and create an unforgettable party environment by linking two stone 900 speakers together via our true wireless stereo feature. imagine hosting a large terrace party or an outdoor farm gathering; this technology splits the left and right channels flawlessly to deliver 2x the explosive sound. it ensures that every single corner of your venue vibrates with synchronized music. dynamic rgb led lights: set the ultimate party aesthetic to complement your heavy tracks with built-in, multi-color transitioning led lights. these dynamic lights pulse, glow, and dance in perfect harmony with the rhythm of your playlist, creating an immersive club-like experience right at home. it effectively eliminates the need for extra lighting decorations when friends pull up unexpectedly. up to 15 hours of playtime: keep the celebratory vibes flowing from evening sunset until early morning dawn without ever stressing about a low-battery warning. this staggering 15-hour playback window makes it a total lifesaver for day-long road trips, extensive backyard barbecues, or overnight weekend camping. your soundtrack stays alive and kicking through hours of continuous entertainment. type-c charging interface: say goodbye to the classic, frustrating scramble of searching through a messy drawer for outdated charging cords while packing for a trip. the modern universal type-c interface allows you to rapidly juice up your heavy-duty speaker using the exact same cable that powers your smartphone. it gets you back to your music faster, minimizing downtime. ipx5 splash and sweat resistant: take your sound down to the beach, set it up by the poolside, or host an outdoor rooftop bash with absolute peace of mind. the rugged, ipx5-rated construction safely guards the internal audio components against accidental drink spills, heavy sweat, or unexpected rain showers. it is built to survive the messy realities of outdoor weekend hangs. built-in mic for handsfree calling: manage your phone calls seamlessly without ever needing to pause the party or scramble to disconnect your smartphone from the speaker. if a phone call rings in while you are busy cooking or lounging with your crew, the high-quality built-in microphone captures your voice cleanly, allowing for effortless group chats right through the main grill. show more","{""Brand"": ""boAt"", ""Speaker Maximum Output Power"": ""80 Watts"", ""Connectivity Technology"": ""Bluetooth"", ""Audio Output Mode"": ""Stereo"", ""Mounting Type"": ""Tabletop Mount""}",4.4,19,In Stock,https://m.media-amazon.com/images/I/71MqH6G2JuL._SX679_.jpg,,Electronics,Home Audio,Speakers,Bluetooth Speakers,,,,,Bluetooth Speakers,5499,19,"boat stone 900 w/ 80w signature sound, up to 15 hours playtime, ipx5 resistant, type-c charging, tws feature, built-in mic, voice assistant portable wireless bluetooth speaker (graphite black) boat bluetooth speakers 80w boat signature sound: experience absolute acoustic dominance with a massive 80w of thunderous boat signature sound. engineered with heavy-duty drivers, it pumps out chest-thumping bass and crystal-clear vocals that transform any ordinary room into an absolute stadium-level concert. it completely solves the issue of weak, hollow audio, giving your high-energy house parties the raw power they truly deserve tws for 2x power: double your sonic output and create an unforgettable party environment by linking two stone 900 speakers together via our true wireless stereo feature. imagine hosting a large terrace party or an outdoor farm gathering; this technology splits the left and right channels flawlessly to deliver 2x the explosive sound. it ensures that every single corner of your venue vibrates with synchronized music. dynamic rgb led lights: set the ultimate party aesthetic to complement your heavy tracks with built-in, multi-color transitioning led lights. these dynamic lights pulse, glow, and dance in perfect harmony with the rhythm of your playlist, creating an immersive club-like experience right at home. it effectively eliminates the need for extra lighting decorations when friends pull up unexpectedly. up to 15 hours of playtime: keep the celebratory vibes flowing from evening sunset until early morning dawn without ever stressing about a low-battery warning. this staggering 15-hour playback window makes it a total lifesaver for day-long road trips, extensive backyard barbecues, or overnight weekend camping. your soundtrack stays alive and kicking through hours of continuous entertainment. type-c charging interface: say goodbye to the classic, frustrating scramble of searching through a messy drawer for outdated charging cords while packing for a trip. the modern universal type-c interface allows you to rapidly juice up your heavy-duty speaker using the exact same cable that powers your smartphone. it gets you back to your music faster, minimizing downtime. ipx5 splash and sweat resistant: take your sound down to the beach, set it up by the poolside, or host an outdoor rooftop bash with absolute peace of mind. the rugged, ipx5-rated construction safely guards the internal audio components against accidental drink spills, heavy sweat, or unexpected rain showers. it is built to survive the messy realities of outdoor weekend hangs. built-in mic for handsfree calling: manage your phone calls seamlessly without ever needing to pause the party or scramble to disconnect your smartphone from the speaker. if a phone call rings in while you are busy cooking or lounging with your crew, the high-quality built-in microphone captures your voice cleanly, allowing for effortless group chats right through the main grill. show more brand: boat speaker maximum output power: 80 watts connectivity technology: bluetooth audio output mode: stereo mounting type: tabletop mount"
Electronics > Home Audio > Speakers > Bluetooth Speakers,"Toy Imagine Bluetooth Toy Car Speaker | Portable Car-Shaped Wireless Speaker with 5W Stereo Sound & 1200mAh Battery | TF/USB/FM/TWS Support, Multicolor Music Toy",Toy Imagine,₹664,"� bluetooth 5.1 stereo sound performance enjoy powerful and clear stereo sound with advanced bluetooth 5.1 technology for fast pairing, stable connectivity, and an enhanced in-car music experience. � multiple playback & connectivity options supports tf card, usb, fm radio, aux, and tws mode, offering flexible music playback and easy pairing with another speaker. � portable & car-friendly design compact and lightweight speaker that fits easily on dashboards or car desks—ideal for daily commuting, road trips, and on-the-go use. � long battery life for extended playtime built-in rechargeable battery provides hours of uninterrupted music, perfect for long drives, outdoor trips, and casual listening. � multicolor (assorted) gift-ready design comes in attractive multicolor designs (assorted), making it a fun and stylish gift choice for car audio lovers and music enthusiasts.","{""Brand"": ""Toy Imagine"", ""Speaker Maximum Output Power"": ""5 Watts"", ""Connectivity Technology"": ""Bluetooth"", ""Audio Output Mode"": ""Stereo"", ""Mounting Type"": ""Tabletop Mount""}",4.2,60,In Stock,https://m.media-amazon.com/images/I/71t4I-2qNHL._SX679_.jpg,,Electronics,Home Audio,Speakers,Bluetooth Speakers,,,,,Bluetooth Speakers,664,60,"toy imagine bluetooth toy car speaker | portable car-shaped wireless speaker with 5w stereo sound & 1200mah battery | tf/usb/fm/tws support, multicolor music toy toy imagine bluetooth speakers � bluetooth 5.1 stereo sound performance enjoy powerful and clear stereo sound with advanced bluetooth 5.1 technology for fast pairing, stable connectivity, and an enhanced in-car music experience. � multiple playback & connectivity options supports tf card, usb, fm radio, aux, and tws mode, offering flexible music playback and easy pairing with another speaker. � portable & car-friendly design compact and lightweight speaker that fits easily on dashboards or car desks—ideal for daily commuting, road trips, and on-the-go use. � long battery life for extended playtime built-in rechargeable battery provides hours of uninterrupted music, perfect for long drives, outdoor trips, and casual listening. � multicolor (assorted) gift-ready design comes in attractive multicolor designs (assorted), making it a fun and stylish gift choice for car audio lovers and music enthusiasts. brand: toy imagine speaker maximum output power: 5 watts connectivity technology: bluetooth audio output mode: stereo mounting type: tabletop mount"
Electronics > Home Audio > Speakers > Bluetooth Speakers,"JBL Mini Bluetooth Speaker Ultra Wireless Speaker with Heavy Metal Electroplating | Round Mini Speaker, Power Button Controlled, Long Battery Backup & Quick Charge-Multicolor",Jampod,₹299,"powerful sound & deep bass – enjoy clear vocals and punchy bass from a compact mini bluetooth speaker designed to deliver impressive sound despite its small size. wireless bluetooth connectivity – seamlessly connect to smartphones, tablets, laptops, and other bluetooth-enabled devices for stable and hassle-free wireless audio streaming. portable & travel friendly design – ultra-compact and lightweight, this speaker easily fits in your pocket or bag, making it perfect for travel, outdoor use, and everyday carry. long-lasting battery performance – built-in rechargeable battery provides extended playtime, allowing you to enjoy music, podcasts, or calls without frequent charging. durable & everyday ready – crafted with a sturdy build for daily use, ideal for home, office, travel, small gatherings, and personal entertainment.","{""Brand"": ""JAMPOD"", ""Colour"": ""Multicolor"", ""Compatible Devices"": ""Smartphones"", ""Mounting Type"": ""Tabletop Mount"", ""Special Feature"": ""Portable, Waterproof""}",3.2,40,In Stock,https://m.media-amazon.com/images/I/71EVb0xUA1L._SX569_.jpg,,Electronics,Home Audio,Speakers,Bluetooth Speakers,,,,,Bluetooth Speakers,299,40,"jbl mini bluetooth speaker ultra wireless speaker with heavy metal electroplating | round mini speaker, power button controlled, long battery backup & quick charge-multicolor jampod bluetooth speakers powerful sound & deep bass – enjoy clear vocals and punchy bass from a compact mini bluetooth speaker designed to deliver impressive sound despite its small size. wireless bluetooth connectivity – seamlessly connect to smartphones, tablets, laptops, and other bluetooth-enabled devices for stable and hassle-free wireless audio streaming. portable & travel friendly design – ultra-compact and lightweight, this speaker easily fits in your pocket or bag, making it perfect for travel, outdoor use, and everyday carry. long-lasting battery performance – built-in rechargeable battery provides extended playtime, allowing you to enjoy music, podcasts, or calls without frequent charging. durable & everyday ready – crafted with a sturdy build for daily use, ideal for home, office, travel, small gatherings, and personal entertainment. brand: jampod colour: multicolor compatible devices: smartphones mounting type: tabletop mount special feature: portable, waterproof"
Musical Instruments > Karaoke Equipment > Systems > Portable Systems,"Portronics 25W Apollo 20 Wireless Bluetooth Portable Speaker with Dual Wireless Karaoke Mic, 5 Hour Playtime, RGB LED Light, Bluetooth V5.4, Easy Grab Handle, USB-A Port, Type C Charging(Black)",Portronics,"₹2,339","deep bass with dual passive radiators: experience powerful and punchy sound with dual passive radiators that enhance bass for an immersive music experience. wireless karaoke fun: comes with dual wireless karaoke mics—perfect for house parties, family nights, or casual jamming. up to 5 hours playtime: enjoy uninterrupted music with a long-lasting battery that supports up to 5 hours of continuous playtime. voice changing effects: add a fun twist to your karaoke nights with multiple voice-changing sound effects. latest bluetooth 5.4v technology: faster pairing, more stable connection, and extended range with the newest bluetooth 5.4v. rgb led party lights: set the mood with vibrant rgb led lights that sync to the beat for an electrifying audio-visual experience. portable & versatile: compact yet powerful, this bluetooth speaker with mic is perfect for indoor and outdoor events.","{""Brand"": ""Portronics"", ""Item dimensions L x W x H"": ""21.5 x 17.2 x 12.8 Centimeters"", ""Connectivity Technology"": ""Bluetooth"", ""Colour"": ""Black"", ""Compatible Devices"": ""Smartphone, Tablet, Laptop""}",3.5,365,In Stock,https://m.media-amazon.com/images/I/71l8r-DUxPL._SX425_.jpg,,Musical Instruments,Karaoke Equipment,Systems,Portable Systems,,,,,Portable Systems,2339,365,"portronics 25w apollo 20 wireless bluetooth portable speaker with dual wireless karaoke mic, 5 hour playtime, rgb led light, bluetooth v5.4, easy grab handle, usb-a port, type c charging(black) portronics portable systems deep bass with dual passive radiators: experience powerful and punchy sound with dual passive radiators that enhance bass for an immersive music experience. wireless karaoke fun: comes with dual wireless karaoke mics—perfect for house parties, family nights, or casual jamming. up to 5 hours playtime: enjoy uninterrupted music with a long-lasting battery that supports up to 5 hours of continuous playtime. voice changing effects: add a fun twist to your karaoke nights with multiple voice-changing sound effects. latest bluetooth 5.4v technology: faster pairing, more stable connection, and extended range with the newest bluetooth 5.4v. rgb led party lights: set the mood with vibrant rgb led lights that sync to the beat for an electrifying audio-visual experience. portable & versatile: compact yet powerful, this bluetooth speaker with mic is perfect for indoor and outdoor events. brand: portronics item dimensions l x w x h: 21.5 x 17.2 x 12.8 centimeters connectivity technology: bluetooth colour: black compatible devices: smartphone, tablet, laptop"
